record_id,buoy_id,Name,Date,Tz,Peak Direction,Tpeak,Wave Height,Temperature,Spread,Operations,Seastate,Quadrant
496,14,SW Isles of Scilly WaveNet Site,09/01/2018 22:00,7.4,NaN,NaN,3.83,NaN,NaN,survey,swell,unknown
497,14,SW Isles of Scilly WaveNet Site,09/01/2018 22:30,7.5,NaN,NaN,3.77,NaN,NaN,survey,swell,unknown
498,14,SW Isles of Scilly WaveNet Site,09/01/2018 23:00,7.7,NaN,NaN,3.98,NaN,NaN,survey,swell,unknown
499,14,SW Isles of Scilly WaveNet Site,09/01/2018 23:30,7.7,NaN,NaN,3.81,NaN,NaN,survey,swell,unknown
500,14,SW Isles of Scilly WaveNet Site,10/01/2018 00:00,7.8,NaN,NaN,3.77,NaN,NaN,survey,swell,unknown
501,14,SW Isles of Scilly WaveNet Site,10/01/2018 00:30,8,NaN,NaN,3.67,NaN,NaN,survey,swell,unknown
502,14,SW Isles of Scilly WaveNet Site,10/01/2018 01:00,7.8,NaN,NaN,3.75,NaN,NaN,survey,swell,unknown
503,14,SW Isles of Scilly WaveNet Site,10/01/2018 01:30,8,NaN,NaN,4.03,NaN,NaN,no go,swell,unknown
504,14,SW Isles of Scilly WaveNet Site,10/01/2018 02:00,8.3,NaN,NaN,4.1,NaN,NaN,no go,swell,unknown
505,14,SW Isles of Scilly WaveNet Site,10/01/2018 02:30,8.5,NaN,NaN,4.39,NaN,NaN,no go,swell,unknown
506,14,SW Isles of Scilly WaveNet Site,10/01/2018 03:00,8.5,NaN,NaN,4.06,NaN,NaN,no go,swell,unknown
507,14,SW Isles of Scilly WaveNet Site,10/01/2018 03:30,8.3,NaN,NaN,4.2,NaN,NaN,no go,swell,unknown
508,14,SW Isles of Scilly WaveNet Site,10/01/2018 04:00,8.3,NaN,NaN,3.93,NaN,NaN,survey,swell,unknown
509,14,SW Isles of Scilly WaveNet Site,10/01/2018 04:30,8.3,NaN,NaN,3.73,NaN,NaN,survey,swell,unknown
510,14,SW Isles of Scilly WaveNet Site,10/01/2018 05:00,8.2,NaN,NaN,3.43,NaN,NaN,survey,swell,unknown
511,14,SW Isles of Scilly WaveNet Site,10/01/2018 05:30,8.7,NaN,NaN,4.01,NaN,NaN,no go,swell,unknown
512,14,SW Isles of Scilly WaveNet Site,10/01/2018 06:00,8.2,NaN,NaN,3.45,NaN,NaN,survey,swell,unknown
513,14,SW Isles of Scilly WaveNet Site,10/01/2018 06:30,8.3,NaN,NaN,3.87,NaN,NaN,survey,swell,unknown
514,14,SW Isles of Scilly WaveNet Site,10/01/2018 07:00,8.2,NaN,NaN,3.64,NaN,NaN,survey,swell,unknown
515,14,SW Isles of Scilly WaveNet Site,10/01/2018 07:30,7.7,NaN,NaN,3.19,NaN,NaN,survey,swell,unknown
516,14,SW Isles of Scilly WaveNet Site,10/01/2018 08:00,8.5,NaN,NaN,4.1,NaN,NaN,no go,swell,unknown
517,14,SW Isles of Scilly WaveNet Site,10/01/2018 08:30,8.5,NaN,NaN,3.87,NaN,NaN,survey,swell,unknown
518,14,SW Isles of Scilly WaveNet Site,10/01/2018 09:00,8.3,NaN,NaN,3.88,NaN,NaN,survey,swell,unknown
519,14,SW Isles of Scilly WaveNet Site,10/01/2018 09:30,8.2,NaN,NaN,3.91,NaN,NaN,survey,swell,unknown
520,14,SW Isles of Scilly WaveNet Site,10/01/2018 10:00,8,NaN,NaN,3.88,NaN,NaN,survey,swell,unknown
521,14,SW Isles of Scilly WaveNet Site,10/01/2018 10:30,8.3,NaN,NaN,4.17,NaN,NaN,no go,swell,unknown
522,14,SW Isles of Scilly WaveNet Site,10/01/2018 11:00,8.3,NaN,NaN,4.18,NaN,NaN,no go,swell,unknown
523,14,SW Isles of Scilly WaveNet Site,10/01/2018 11:30,8.3,NaN,NaN,4.1,NaN,NaN,no go,swell,unknown
524,14,SW Isles of Scilly WaveNet Site,10/01/2018 12:00,8.5,NaN,NaN,4.31,NaN,NaN,no go,swell,unknown
525,14,SW Isles of Scilly WaveNet Site,10/01/2018 12:30,8,NaN,NaN,3.97,NaN,NaN,survey,swell,unknown
526,14,SW Isles of Scilly WaveNet Site,10/01/2018 13:00,8.3,NaN,NaN,4.24,NaN,NaN,no go,swell,unknown
527,14,SW Isles of Scilly WaveNet Site,10/01/2018 13:30,8.3,NaN,NaN,4.25,NaN,NaN,no go,swell,unknown
528,14,SW Isles of Scilly WaveNet Site,10/01/2018 14:00,8.7,NaN,NaN,4.65,NaN,NaN,no go,swell,unknown
529,14,SW Isles of Scilly WaveNet Site,10/01/2018 14:30,8.2,NaN,NaN,4.18,NaN,NaN,no go,swell,unknown
530,14,SW Isles of Scilly WaveNet Site,10/01/2018 15:00,8.2,NaN,NaN,4.32,NaN,NaN,no go,swell,unknown
531,14,SW Isles of Scilly WaveNet Site,10/01/2018 15:30,7.7,NaN,NaN,4.05,NaN,NaN,no go,swell,unknown
532,14,SW Isles of Scilly WaveNet Site,10/01/2018 16:00,8.2,NaN,NaN,4.46,NaN,NaN,no go,swell,unknown
533,14,SW Isles of Scilly WaveNet Site,10/01/2018 16:30,8,NaN,NaN,4.4,NaN,NaN,no go,swell,unknown
534,14,SW Isles of Scilly WaveNet Site,10/01/2018 17:00,7.7,NaN,NaN,4.31,NaN,NaN,no go,swell,unknown
535,14,SW Isles of Scilly WaveNet Site,10/01/2018 17:30,8,NaN,NaN,4.62,NaN,NaN,no go,swell,unknown
536,14,SW Isles of Scilly WaveNet Site,10/01/2018 18:00,8.3,NaN,NaN,5.04,NaN,NaN,no go,swell,unknown
537,14,SW Isles of Scilly WaveNet Site,10/01/2018 18:30,7.5,NaN,NaN,4.56,NaN,NaN,no go,swell,unknown
538,14,SW Isles of Scilly WaveNet Site,10/01/2018 19:00,7.8,NaN,NaN,4.56,NaN,NaN,no go,swell,unknown
539,14,SW Isles of Scilly WaveNet Site,10/01/2018 19:30,8.3,NaN,NaN,5.18,NaN,NaN,no go,swell,unknown
540,14,SW Isles of Scilly WaveNet Site,10/01/2018 20:00,7.8,NaN,NaN,4.63,NaN,NaN,no go,swell,unknown
541,14,SW Isles of Scilly WaveNet Site,10/01/2018 20:30,8.5,NaN,NaN,5.03,NaN,NaN,no go,swell,unknown
542,14,SW Isles of Scilly WaveNet Site,10/01/2018 21:00,8.2,NaN,NaN,5.03,NaN,NaN,no go,swell,unknown
543,14,SW Isles of Scilly WaveNet Site,10/01/2018 21:30,8.5,NaN,NaN,4.8,NaN,NaN,no go,swell,unknown
544,14,SW Isles of Scilly WaveNet Site,10/01/2018 22:00,8.5,NaN,NaN,4.78,NaN,NaN,no go,swell,unknown
545,14,SW Isles of Scilly WaveNet Site,10/01/2018 22:30,8.5,NaN,NaN,4.79,NaN,NaN,no go,swell,unknown
546,14,SW Isles of Scilly WaveNet Site,10/01/2018 23:00,8.2,NaN,NaN,4.56,NaN,NaN,no go,swell,unknown
547,14,SW Isles of Scilly WaveNet Site,10/01/2018 23:30,8.5,NaN,NaN,4.33,NaN,NaN,no go,swell,unknown
548,14,SW Isles of Scilly WaveNet Site,11/01/2018 00:00,8.9,NaN,NaN,4.5,NaN,NaN,no go,swell,unknown
549,14,SW Isles of Scilly WaveNet Site,11/01/2018 00:30,8.9,NaN,NaN,4.46,NaN,NaN,no go,swell,unknown
550,14,SW Isles of Scilly WaveNet Site,11/01/2018 01:00,8.7,NaN,NaN,4.37,NaN,NaN,no go,swell,unknown
551,14,SW Isles of Scilly WaveNet Site,11/01/2018 01:30,8.3,NaN,NaN,4.01,NaN,NaN,no go,swell,unknown
552,14,SW Isles of Scilly WaveNet Site,11/01/2018 02:00,8.3,NaN,NaN,4.18,NaN,NaN,no go,swell,unknown
553,14,SW Isles of Scilly WaveNet Site,11/01/2018 02:30,8.7,NaN,NaN,4.57,NaN,NaN,no go,swell,unknown
554,14,SW Isles of Scilly WaveNet Site,11/01/2018 03:00,8.2,NaN,NaN,4.14,NaN,NaN,no go,swell,unknown
555,14,SW Isles of Scilly WaveNet Site,11/01/2018 03:30,8.2,NaN,NaN,4,NaN,NaN,survey,swell,unknown
556,14,SW Isles of Scilly WaveNet Site,11/01/2018 04:00,8,NaN,NaN,4.04,NaN,NaN,no go,swell,unknown
557,14,SW Isles of Scilly WaveNet Site,11/01/2018 04:30,7.7,NaN,NaN,3.75,NaN,NaN,survey,swell,unknown
558,14,SW Isles of Scilly WaveNet Site,11/01/2018 05:00,8.2,NaN,NaN,4.12,NaN,NaN,no go,swell,unknown
559,14,SW Isles of Scilly WaveNet Site,11/01/2018 05:30,7.5,NaN,NaN,3.54,NaN,NaN,survey,swell,unknown
560,14,SW Isles of Scilly WaveNet Site,11/01/2018 06:00,8.2,NaN,NaN,3.93,NaN,NaN,survey,swell,unknown
561,14,SW Isles of Scilly WaveNet Site,11/01/2018 06:30,8.2,NaN,NaN,3.85,NaN,NaN,survey,swell,unknown
562,14,SW Isles of Scilly WaveNet Site,11/01/2018 07:00,8.7,NaN,NaN,4.14,NaN,NaN,no go,swell,unknown
563,14,SW Isles of Scilly WaveNet Site,11/01/2018 07:30,8.7,NaN,NaN,4.07,NaN,NaN,no go,swell,unknown
564,14,SW Isles of Scilly WaveNet Site,11/01/2018 08:00,8.7,NaN,NaN,4.1,NaN,NaN,no go,swell,unknown
565,14,SW Isles of Scilly WaveNet Site,11/01/2018 08:30,9.1,NaN,NaN,4.42,NaN,NaN,no go,swell,unknown
566,14,SW Isles of Scilly WaveNet Site,11/01/2018 09:00,8.7,NaN,NaN,4.34,NaN,NaN,no go,swell,unknown
567,14,SW Isles of Scilly WaveNet Site,11/01/2018 09:30,8.9,NaN,NaN,4.09,NaN,NaN,no go,swell,unknown
568,14,SW Isles of Scilly WaveNet Site,11/01/2018 10:00,8.9,NaN,NaN,4.02,NaN,NaN,no go,swell,unknown
569,14,SW Isles of Scilly WaveNet Site,11/01/2018 10:30,8.5,NaN,NaN,3.91,NaN,NaN,survey,swell,unknown
570,14,SW Isles of Scilly WaveNet Site,11/01/2018 11:00,8.9,NaN,NaN,4.13,NaN,NaN,no go,swell,unknown
571,14,SW Isles of Scilly WaveNet Site,11/01/2018 11:30,8.7,NaN,NaN,3.89,NaN,NaN,survey,swell,unknown
572,14,SW Isles of Scilly WaveNet Site,11/01/2018 12:00,8.9,NaN,NaN,3.91,NaN,NaN,survey,swell,unknown
573,14,SW Isles of Scilly WaveNet Site,11/01/2018 12:30,9.3,NaN,NaN,4.41,NaN,NaN,no go,swell,unknown
574,14,SW Isles of Scilly WaveNet Site,11/01/2018 13:00,9.8,NaN,NaN,4.82,NaN,NaN,no go,swell,unknown
575,14,SW Isles of Scilly WaveNet Site,11/01/2018 13:30,9.5,NaN,NaN,4.7,NaN,NaN,no go,swell,unknown
576,14,SW Isles of Scilly WaveNet Site,11/01/2018 14:00,9.5,NaN,NaN,4.55,NaN,NaN,no go,swell,unknown
577,14,SW Isles of Scilly WaveNet Site,11/01/2018 14:30,9.3,NaN,NaN,4.06,NaN,NaN,no go,swell,unknown
578,14,SW Isles of Scilly WaveNet Site,11/01/2018 15:00,9.5,NaN,NaN,4.43,NaN,NaN,no go,swell,unknown
579,14,SW Isles of Scilly WaveNet Site,11/01/2018 15:30,9.5,NaN,NaN,4.39,NaN,NaN,no go,swell,unknown
580,14,SW Isles of Scilly WaveNet Site,11/01/2018 16:00,9.1,NaN,NaN,3.61,NaN,NaN,survey,swell,unknown
581,14,SW Isles of Scilly WaveNet Site,11/01/2018 16:30,9.3,NaN,NaN,3.91,NaN,NaN,survey,swell,unknown
582,14,SW Isles of Scilly WaveNet Site,11/01/2018 17:00,10,NaN,NaN,4.42,NaN,NaN,no go,swell,unknown
583,14,SW Isles of Scilly WaveNet Site,11/01/2018 17:30,9.5,NaN,NaN,4.01,NaN,NaN,no go,swell,unknown
584,14,SW Isles of Scilly WaveNet Site,11/01/2018 18:00,8.7,NaN,NaN,3.32,NaN,NaN,survey,swell,unknown
585,14,SW Isles of Scilly WaveNet Site,11/01/2018 18:30,9.8,NaN,NaN,3.86,NaN,NaN,survey,swell,unknown
586,14,SW Isles of Scilly WaveNet Site,11/01/2018 19:00,9.5,NaN,NaN,3.72,NaN,NaN,survey,swell,unknown
587,14,SW Isles of Scilly WaveNet Site,11/01/2018 19:30,9.8,NaN,NaN,3.83,NaN,NaN,survey,swell,unknown
588,14,SW Isles of Scilly WaveNet Site,11/01/2018 20:00,9.5,NaN,NaN,3.77,NaN,NaN,survey,swell,unknown
589,14,SW Isles of Scilly WaveNet Site,11/01/2018 20:30,10,NaN,NaN,3.74,NaN,NaN,survey,swell,unknown
590,14,SW Isles of Scilly WaveNet Site,11/01/2018 21:00,9.3,NaN,NaN,3.33,NaN,NaN,survey,swell,unknown
591,14,SW Isles of Scilly WaveNet Site,11/01/2018 21:30,9.3,NaN,NaN,3.52,NaN,NaN,survey,swell,unknown
592,14,SW Isles of Scilly WaveNet Site,11/01/2018 22:00,9.3,NaN,NaN,3.53,NaN,NaN,survey,swell,unknown
593,14,SW Isles of Scilly WaveNet Site,11/01/2018 22:30,9.8,NaN,NaN,3.87,NaN,NaN,survey,swell,unknown
594,14,SW Isles of Scilly WaveNet Site,11/01/2018 23:00,9.5,NaN,NaN,3.47,NaN,NaN,survey,swell,unknown
595,14,SW Isles of Scilly WaveNet Site,11/01/2018 23:30,9.1,NaN,NaN,3.33,NaN,NaN,survey,swell,unknown
596,14,SW Isles of Scilly WaveNet Site,12/01/2018 00:00,9.3,NaN,NaN,3.35,NaN,NaN,survey,swell,unknown
597,14,SW Isles of Scilly WaveNet Site,12/01/2018 00:30,9.1,NaN,NaN,3.31,NaN,NaN,survey,swell,unknown
598,14,SW Isles of Scilly WaveNet Site,12/01/2018 01:00,9.1,NaN,NaN,3.33,NaN,NaN,survey,swell,unknown
599,14,SW Isles of Scilly WaveNet Site,12/01/2018 01:30,9.3,NaN,NaN,3.3,NaN,NaN,survey,swell,unknown
600,14,SW Isles of Scilly WaveNet Site,12/01/2018 02:00,8.3,NaN,NaN,2.95,NaN,NaN,crew,swell,unknown
601,14,SW Isles of Scilly WaveNet Site,12/01/2018 02:30,8.3,NaN,NaN,2.98,NaN,NaN,crew,swell,unknown
602,14,SW Isles of Scilly WaveNet Site,12/01/2018 03:00,8.3,NaN,NaN,2.99,NaN,NaN,crew,swell,unknown
603,14,SW Isles of Scilly WaveNet Site,12/01/2018 03:30,8,NaN,NaN,2.87,NaN,NaN,crew,swell,unknown
604,14,SW Isles of Scilly WaveNet Site,12/01/2018 04:00,8.2,NaN,NaN,2.95,NaN,NaN,crew,swell,unknown
605,14,SW Isles of Scilly WaveNet Site,12/01/2018 04:30,7.5,NaN,NaN,2.67,NaN,NaN,crew,swell,unknown
606,14,SW Isles of Scilly WaveNet Site,12/01/2018 05:00,7.7,NaN,NaN,2.85,NaN,NaN,crew,swell,unknown
607,14,SW Isles of Scilly WaveNet Site,12/01/2018 05:30,7.4,NaN,NaN,2.93,NaN,NaN,crew,swell,unknown
608,14,SW Isles of Scilly WaveNet Site,12/01/2018 06:00,6.9,NaN,NaN,2.63,NaN,NaN,crew,swell,unknown
609,14,SW Isles of Scilly WaveNet Site,12/01/2018 06:30,6.9,NaN,NaN,2.64,NaN,NaN,crew,swell,unknown
610,14,SW Isles of Scilly WaveNet Site,12/01/2018 07:00,6.9,NaN,NaN,2.58,NaN,NaN,crew,swell,unknown
611,14,SW Isles of Scilly WaveNet Site,12/01/2018 07:30,7.3,NaN,NaN,2.84,NaN,NaN,crew,swell,unknown
612,14,SW Isles of Scilly WaveNet Site,12/01/2018 08:00,6.3,NaN,NaN,2.44,NaN,NaN,crew,swell,unknown
613,14,SW Isles of Scilly WaveNet Site,12/01/2018 08:30,6.5,NaN,NaN,2.51,NaN,NaN,crew,swell,unknown
614,14,SW Isles of Scilly WaveNet Site,12/01/2018 09:00,6.3,NaN,NaN,2.69,NaN,NaN,crew,swell,unknown
615,14,SW Isles of Scilly WaveNet Site,12/01/2018 09:30,6.3,NaN,NaN,2.62,NaN,NaN,crew,swell,unknown
616,14,SW Isles of Scilly WaveNet Site,12/01/2018 10:00,5.8,NaN,NaN,2.55,NaN,NaN,crew,swell,unknown
617,14,SW Isles of Scilly WaveNet Site,12/01/2018 10:30,5.8,NaN,NaN,2.6,NaN,NaN,crew,swell,unknown
618,14,SW Isles of Scilly WaveNet Site,12/01/2018 11:00,5.6,NaN,NaN,2.55,NaN,NaN,crew,swell,unknown
619,14,SW Isles of Scilly WaveNet Site,12/01/2018 11:30,5.6,NaN,NaN,2.63,NaN,NaN,crew,swell,unknown
620,14,SW Isles of Scilly WaveNet Site,12/01/2018 12:00,5.6,NaN,NaN,2.62,NaN,NaN,crew,swell,unknown
621,14,SW Isles of Scilly WaveNet Site,12/01/2018 12:30,5.6,NaN,NaN,2.63,NaN,NaN,crew,swell,unknown
622,14,SW Isles of Scilly WaveNet Site,12/01/2018 13:00,5.8,NaN,NaN,2.8,NaN,NaN,crew,swell,unknown
623,14,SW Isles of Scilly WaveNet Site,12/01/2018 13:30,5.8,NaN,NaN,2.9,NaN,NaN,crew,swell,unknown
624,14,SW Isles of Scilly WaveNet Site,12/01/2018 14:00,6.1,NaN,NaN,3.09,NaN,NaN,survey,swell,unknown
625,14,SW Isles of Scilly WaveNet Site,12/01/2018 14:30,6.3,NaN,NaN,3.06,NaN,NaN,survey,swell,unknown
626,14,SW Isles of Scilly WaveNet Site,12/01/2018 15:00,6.2,NaN,NaN,3.1,NaN,NaN,survey,swell,unknown
627,14,SW Isles of Scilly WaveNet Site,12/01/2018 15:30,6.5,NaN,NaN,3.37,NaN,NaN,survey,swell,unknown
628,14,SW Isles of Scilly WaveNet Site,12/01/2018 16:00,6.6,NaN,NaN,3.39,NaN,NaN,survey,swell,unknown
629,14,SW Isles of Scilly WaveNet Site,12/01/2018 16:30,6.5,NaN,NaN,3.36,NaN,NaN,survey,swell,unknown
630,14,SW Isles of Scilly WaveNet Site,12/01/2018 17:00,6.6,NaN,NaN,3.43,NaN,NaN,survey,swell,unknown
631,14,SW Isles of Scilly WaveNet Site,12/01/2018 17:30,6.8,NaN,NaN,3.58,NaN,NaN,survey,swell,unknown
632,14,SW Isles of Scilly WaveNet Site,12/01/2018 18:00,6.7,NaN,NaN,3.63,NaN,NaN,survey,swell,unknown
633,14,SW Isles of Scilly WaveNet Site,12/01/2018 18:30,6.7,NaN,NaN,3.76,NaN,NaN,survey,swell,unknown
634,14,SW Isles of Scilly WaveNet Site,12/01/2018 19:00,6.8,NaN,NaN,3.91,NaN,NaN,survey,swell,unknown
635,14,SW Isles of Scilly WaveNet Site,12/01/2018 19:30,7,NaN,NaN,4.19,NaN,NaN,no go,swell,unknown
636,14,SW Isles of Scilly WaveNet Site,12/01/2018 20:00,7,NaN,NaN,4.27,NaN,NaN,no go,swell,unknown
637,14,SW Isles of Scilly WaveNet Site,12/01/2018 20:30,7.1,NaN,NaN,4.36,NaN,NaN,no go,swell,unknown
638,14,SW Isles of Scilly WaveNet Site,12/01/2018 21:00,7.3,NaN,NaN,4.56,NaN,NaN,no go,swell,unknown
639,14,SW Isles of Scilly WaveNet Site,12/01/2018 21:30,7.7,NaN,NaN,5.02,NaN,NaN,no go,swell,unknown
640,14,SW Isles of Scilly WaveNet Site,12/01/2018 22:00,7.1,NaN,NaN,4.85,NaN,NaN,no go,swell,unknown
641,14,SW Isles of Scilly WaveNet Site,12/01/2018 22:30,7.4,NaN,NaN,4.85,NaN,NaN,no go,swell,unknown
642,14,SW Isles of Scilly WaveNet Site,12/01/2018 23:00,7.4,NaN,NaN,4.99,NaN,NaN,no go,swell,unknown
643,14,SW Isles of Scilly WaveNet Site,12/01/2018 23:30,7.5,NaN,NaN,5.04,NaN,NaN,no go,swell,unknown
644,14,SW Isles of Scilly WaveNet Site,13/01/2018 00:00,7.4,NaN,NaN,4.78,NaN,NaN,no go,swell,unknown
645,14,SW Isles of Scilly WaveNet Site,13/01/2018 00:30,7.8,NaN,NaN,5.16,NaN,NaN,no go,swell,unknown
646,14,SW Isles of Scilly WaveNet Site,13/01/2018 01:00,8,NaN,NaN,5.39,NaN,NaN,no go,swell,unknown
647,14,SW Isles of Scilly WaveNet Site,13/01/2018 01:30,8,NaN,NaN,5.68,NaN,NaN,no go,swell,unknown
648,14,SW Isles of Scilly WaveNet Site,13/01/2018 02:00,7.8,NaN,NaN,5.41,NaN,NaN,no go,swell,unknown
649,14,SW Isles of Scilly WaveNet Site,13/01/2018 02:30,8.2,NaN,NaN,5.65,NaN,NaN,no go,swell,unknown
650,14,SW Isles of Scilly WaveNet Site,13/01/2018 03:00,7.8,NaN,NaN,5.19,NaN,NaN,no go,swell,unknown
651,14,SW Isles of Scilly WaveNet Site,13/01/2018 03:30,8,NaN,NaN,5.92,NaN,NaN,no go,swell,unknown
652,14,SW Isles of Scilly WaveNet Site,13/01/2018 04:00,8,NaN,NaN,5.19,NaN,NaN,no go,swell,unknown
653,14,SW Isles of Scilly WaveNet Site,13/01/2018 04:30,8.3,NaN,NaN,5.69,NaN,NaN,no go,swell,unknown
654,14,SW Isles of Scilly WaveNet Site,13/01/2018 05:00,8,NaN,NaN,5.36,NaN,NaN,no go,swell,unknown
655,14,SW Isles of Scilly WaveNet Site,13/01/2018 05:30,7.8,NaN,NaN,4.59,NaN,NaN,no go,swell,unknown
656,14,SW Isles of Scilly WaveNet Site,13/01/2018 06:00,8.2,NaN,NaN,5.15,NaN,NaN,no go,swell,unknown
657,14,SW Isles of Scilly WaveNet Site,13/01/2018 06:30,8,NaN,NaN,4.61,NaN,NaN,no go,swell,unknown
658,14,SW Isles of Scilly WaveNet Site,13/01/2018 07:00,8,NaN,NaN,4.61,NaN,NaN,no go,swell,unknown
659,14,SW Isles of Scilly WaveNet Site,13/01/2018 07:30,7.7,NaN,NaN,4.51,NaN,NaN,no go,swell,unknown
660,14,SW Isles of Scilly WaveNet Site,13/01/2018 08:00,7.7,NaN,NaN,4.23,NaN,NaN,no go,swell,unknown
661,14,SW Isles of Scilly WaveNet Site,13/01/2018 08:30,7.8,NaN,NaN,4.57,NaN,NaN,no go,swell,unknown
662,14,SW Isles of Scilly WaveNet Site,13/01/2018 09:00,7.7,NaN,NaN,4.29,NaN,NaN,no go,swell,unknown
663,14,SW Isles of Scilly WaveNet Site,13/01/2018 09:30,7.7,NaN,NaN,4.28,NaN,NaN,no go,swell,unknown
664,14,SW Isles of Scilly WaveNet Site,13/01/2018 10:00,7.4,NaN,NaN,3.91,NaN,NaN,survey,swell,unknown
665,14,SW Isles of Scilly WaveNet Site,13/01/2018 10:30,7.7,NaN,NaN,4.4,NaN,NaN,no go,swell,unknown
666,14,SW Isles of Scilly WaveNet Site,13/01/2018 11:00,7.5,NaN,NaN,4.2,NaN,NaN,no go,swell,unknown
667,14,SW Isles of Scilly WaveNet Site,13/01/2018 11:30,8,NaN,NaN,4.31,NaN,NaN,no go,swell,unknown
668,14,SW Isles of Scilly WaveNet Site,13/01/2018 12:00,7.8,NaN,NaN,4.4,NaN,NaN,no go,swell,unknown
669,14,SW Isles of Scilly WaveNet Site,13/01/2018 12:30,7.8,NaN,NaN,4.28,NaN,NaN,no go,swell,unknown
670,14,SW Isles of Scilly WaveNet Site,13/01/2018 13:00,8,NaN,NaN,4.33,NaN,NaN,no go,swell,unknown
671,14,SW Isles of Scilly WaveNet Site,13/01/2018 13:30,8,NaN,NaN,4.25,NaN,NaN,no go,swell,unknown
672,14,SW Isles of Scilly WaveNet Site,13/01/2018 14:00,8.3,NaN,NaN,4.2,NaN,NaN,no go,swell,unknown
673,14,SW Isles of Scilly WaveNet Site,13/01/2018 14:30,8,NaN,NaN,3.99,NaN,NaN,survey,swell,unknown
674,14,SW Isles of Scilly WaveNet Site,13/01/2018 15:00,8,NaN,NaN,3.74,NaN,NaN,survey,swell,unknown
675,14,SW Isles of Scilly WaveNet Site,13/01/2018 15:30,8.3,NaN,NaN,3.95,NaN,NaN,survey,swell,unknown
676,14,SW Isles of Scilly WaveNet Site,13/01/2018 16:00,8.5,NaN,NaN,4.08,NaN,NaN,no go,swell,unknown
677,14,SW Isles of Scilly WaveNet Site,13/01/2018 16:30,8.5,NaN,NaN,4.23,NaN,NaN,no go,swell,unknown
678,14,SW Isles of Scilly WaveNet Site,13/01/2018 17:00,8,NaN,NaN,3.65,NaN,NaN,survey,swell,unknown
679,14,SW Isles of Scilly WaveNet Site,13/01/2018 17:30,8.3,NaN,NaN,3.93,NaN,NaN,survey,swell,unknown
680,14,SW Isles of Scilly WaveNet Site,13/01/2018 18:00,8.5,NaN,NaN,4.1,NaN,NaN,no go,swell,unknown
681,14,SW Isles of Scilly WaveNet Site,13/01/2018 18:30,8.7,NaN,NaN,4.03,NaN,NaN,no go,swell,unknown
682,14,SW Isles of Scilly WaveNet Site,13/01/2018 19:00,8.3,NaN,NaN,3.57,NaN,NaN,survey,swell,unknown
683,14,SW Isles of Scilly WaveNet Site,13/01/2018 19:30,8.2,NaN,NaN,3.7,NaN,NaN,survey,swell,unknown
684,14,SW Isles of Scilly WaveNet Site,13/01/2018 20:00,8.5,NaN,NaN,4.11,NaN,NaN,no go,swell,unknown
685,14,SW Isles of Scilly WaveNet Site,13/01/2018 20:30,8.3,NaN,NaN,3.69,NaN,NaN,survey,swell,unknown
686,14,SW Isles of Scilly WaveNet Site,13/01/2018 21:00,8.7,NaN,NaN,3.93,NaN,NaN,survey,swell,unknown
687,14,SW Isles of Scilly WaveNet Site,13/01/2018 21:30,8.5,NaN,NaN,4,NaN,NaN,survey,swell,unknown
688,14,SW Isles of Scilly WaveNet Site,13/01/2018 22:00,8.5,NaN,NaN,3.83,NaN,NaN,survey,swell,unknown
689,14,SW Isles of Scilly WaveNet Site,13/01/2018 22:30,8.3,NaN,NaN,3.73,NaN,NaN,survey,swell,unknown
690,14,SW Isles of Scilly WaveNet Site,13/01/2018 23:00,8.7,NaN,NaN,3.94,NaN,NaN,survey,swell,unknown
691,14,SW Isles of Scilly WaveNet Site,13/01/2018 23:30,8.2,NaN,NaN,3.53,NaN,NaN,survey,swell,unknown
692,14,SW Isles of Scilly WaveNet Site,14/01/2018 00:00,8.7,NaN,NaN,3.88,NaN,NaN,survey,swell,unknown
693,14,SW Isles of Scilly WaveNet Site,14/01/2018 00:30,9.1,NaN,NaN,3.94,NaN,NaN,survey,swell,unknown
694,14,SW Isles of Scilly WaveNet Site,14/01/2018 01:00,8.5,NaN,NaN,3.62,NaN,NaN,survey,swell,unknown
695,14,SW Isles of Scilly WaveNet Site,14/01/2018 01:30,9.1,NaN,NaN,4,NaN,NaN,survey,swell,unknown
696,14,SW Isles of Scilly WaveNet Site,14/01/2018 02:00,8.5,NaN,NaN,3.62,NaN,NaN,survey,swell,unknown
697,14,SW Isles of Scilly WaveNet Site,14/01/2018 02:30,8.5,NaN,NaN,3.59,NaN,NaN,survey,swell,unknown
698,14,SW Isles of Scilly WaveNet Site,14/01/2018 03:00,9.1,NaN,NaN,4.2,NaN,NaN,no go,swell,unknown
699,14,SW Isles of Scilly WaveNet Site,14/01/2018 03:30,8.7,NaN,NaN,3.69,NaN,NaN,survey,swell,unknown
700,14,SW Isles of Scilly WaveNet Site,14/01/2018 04:00,9.1,NaN,NaN,3.83,NaN,NaN,survey,swell,unknown
701,14,SW Isles of Scilly WaveNet Site,14/01/2018 04:30,8.9,NaN,NaN,3.8,NaN,NaN,survey,swell,unknown
702,14,SW Isles of Scilly WaveNet Site,14/01/2018 05:00,8.9,NaN,NaN,3.6,NaN,NaN,survey,swell,unknown
703,14,SW Isles of Scilly WaveNet Site,14/01/2018 05:30,9.3,NaN,NaN,3.66,NaN,NaN,survey,swell,unknown
